EMG_Amplitude,Median_Frequency,Mean_Frequency,RMS,Muscle_Group,Time_Since_Start,Label
0.5108200893009339,144.53125,148.6362080210141,0.28147116009244927,Gastrocnemius,36.67869548322549,0
0.538358949004815,93.75,99.14390463856591,0.28092379332365053,Biceps,673.78071071358,0
0.41923098850109164,50.78125,60.18918219588867,0.2208653780534235,Biceps,394.35904499971974,0
1.0273103865276025,78.125,78.80150351596173,0.6691299534282986,Quadriceps,681.9989043376421,1
0.6001055598240949,82.03125,85.67244858618082,0.3340155247307176,Gastrocnemius,892.6486132172672,0
0.381424417067065,132.8125,141.05366275785678,0.19782952981117777,Quadriceps,620.229021282304,0
0.3898673043562658,70.3125,86.39076512887691,0.1683700355871904,Gastrocnemius,784.6796212658503,0
0.7575575263682732,27.34375,29.522720833691903,0.4604747733367424,Quadriceps,611.3849987821982,1
0.3943868064203151,89.84375,100.60724704587733,0.1871758001412725,Gastrocnemius,383.60831243828784,0
0.2637760607773406,140.625,161.6749687961275,0.10919982186635953,Gastrocnemius,717.5331230832967,0
0.31014220570693957,82.03125,109.392572955628,0.12372638892668171,Gastrocnemius,652.1497417288047,0
1.5643693274748582,78.125,79.34416978235812,1.0171425802969036,Quadriceps,720.1424129983167,1
1.4484569639107874,58.59375,60.65028579562199,0.9459833455642207,Gastrocnemius,523.5735761533743,1
0.2880217099728791,93.75,124.15518587481114,0.1159657389403755,Biceps,517.232883527539,0
0.3876039361820788,62.5,78.23885509573657,0.17160999590541784,Gastrocnemius,674.4775548610714,0
0.674776155176271,46.875,51.57461311792664,0.39041371184150137,Quadriceps,204.16238595095078,1
0.5666622767175512,136.71875,139.25508600854616,0.32710599517922717,Biceps,64.30597873835157,0
1.4949442050415893,78.125,77.5734200519946,0.9513892109927874,Gastrocnemius,816.1104634974226,1
0.4505653151340866,121.09375,124.52208939590277,0.24256447558783636,Biceps,736.0645082430168,0
0.31624026439204667,78.125,98.55729719552029,0.13735670363871486,Gastrocnemius,206.2387683228859,0
0.6321542902201345,117.1875,120.82293974418394,0.3249302178058084,Gastrocnemius,89.29166373063178,0
0.5525540672416493,78.125,82.6243793626469,0.31343005412793284,Gastrocnemius,676.0630453492427,0
0.3816857564405134,85.9375,102.89461920688437,0.15823090730907277,Biceps,159.38392186983765,0
1.437832569509837,42.96875,42.036632653181925,0.9310589065126306,Gastrocnemius,433.64529883583174,1
0.743017994210849,42.96875,46.75925730170748,0.43221087913168865,Gastrocnemius,682.5472149996086,1
0.45155846820321127,144.53125,148.8596329489232,0.24254897672170653,Biceps,422.6355143962312,0
0.5391045919296237,82.03125,87.0303402127843,0.312727632937983,Gastrocnemius,146.36992837399953,0
1.0792020416486277,31.25,31.207287033551072,0.6957023025676082,Quadriceps,137.6093652450668,1
1.4316757635789625,46.875,47.536789028574276,0.9413248702118742,Gastrocnemius,315.6178414476612,1
1.2695004478768295,39.0625,40.97731542302217,0.7970699918433418,Quadriceps,645.3720384673494,1
1.5806497679455296,42.96875,45.39334296080276,1.0183313832246952,Gastrocnemius,145.89549874040483,1
0.33908300047053974,125.0,135.50189973226776,0.1629362236759345,Quadriceps,716.3469231139117,0
0.9765385824452326,23.4375,24.26703699098445,0.6053809805586842,Quadriceps,266.3280810905367,1
0.7407516553443263,19.53125,23.539548507432546,0.4414538265611107,Gastrocnemius,594.8270116272889,1
0.7928598523487944,74.21875,76.00539751089451,0.45798840795017265,Quadriceps,808.9497670839976,1
0.53777336387795,121.09375,124.49821361020206,0.2867960409151011,Quadriceps,753.762734336466,0
0.39435874655920133,58.59375,73.39414802184828,0.18063047521937303,Biceps,251.9606553899279,0
0.29881232048451345,93.75,122.8407802079981,0.12363207316506965,Biceps,23.067765002822426,0
0.32026325621615415,136.71875,151.60769420050121,0.1436897803042365,Quadriceps,306.1686623985409,0
0.6116395121472069,74.21875,79.15848452111662,0.33819058595266754,Biceps,724.5428902907157,0
0.5973375414146264,109.375,111.57724819555331,0.3364676445731929,Gastrocnemius,528.4686271450781,0
0.4212663346402139,50.78125,61.643285823265344,0.2086031529450426,Quadriceps,374.2313213904423,0
0.4672682919294392,121.09375,127.98912998379532,0.23193685138010428,Gastrocnemius,655.4641393035297,0
0.6371710410866549,74.21875,75.61790936130365,0.37378266307010044,Gastrocnemius,865.1313632316871,1
0.3672986657894267,136.71875,145.50625089581067,0.1638337638074999,Biceps,472.10177736500077,0
0.5641391726510594,58.59375,61.89651460607417,0.3134537216885992,Gastrocnemius,40.58792362089317,0
0.6714746051270946,23.4375,28.506340162761283,0.3974680964494394,Biceps,406.18825406088996,1
0.5788177195751018,121.09375,125.26172255354493,0.33144412957359287,Quadriceps,312.7608896494305,0
0.34635786594005863,89.84375,103.8151448496162,0.16808474339129317,Gastrocnemius,877.284696175856,0
0.4696247248331292,125.0,130.55497894801883,0.2470053132267231,Quadriceps,665.629251979279,0
0.6640670433838132,78.125,79.80068046642813,0.35832996060842004,Quadriceps,652.6240021308748,0
0.7966449522929029,39.0625,39.2458827404147,0.493135226480959,Quadriceps,143.0511699526102,1
1.2190219416242285,70.3125,72.7826167426091,0.7681372581067513,Gastrocnemius,252.16687451897374,1
0.2933627789551325,101.5625,136.83179339991224,0.11298639239098239,Biceps,139.51855466387738,0
0.5730702742705669,58.59375,65.85136748541782,0.30176658657521127,Quadriceps,682.2903028105794,0
0.25810005708845574,78.125,121.72742102940732,0.09368160110514195,Biceps,285.0685297668811,0
0.5851054473566792,62.5,67.98720546180398,0.3186500085992132,Gastrocnemius,198.77582229925494,0
1.0511951382991047,50.78125,50.24137329547335,0.6507192622628531,Biceps,836.0789677780459,1
0.5607731928450819,101.5625,103.7802395881106,0.3178175365733432,Gastrocnemius,411.07750213853257,0
0.505959338770985,109.375,112.37627384839705,0.25554943824829096,Quadriceps,519.3099017342378,0
0.4284332677687124,54.6875,64.57563135979933,0.22014784056453282,Biceps,696.1180249428141,0
0.5097608913640138,113.28125,116.6563542791711,0.261331008905266,Quadriceps,37.834289066449436,0
0.32732766550376047,97.65625,112.69532283739916,0.1574121920808148,Biceps,703.7927462772761,0
0.2504164271283646,85.9375,121.09477596260254,0.10869594948807047,Biceps,302.44347597013865,0
0.447952490261897,121.09375,127.17296555742496,0.24202288699228988,Quadriceps,19.375385720374673,0
1.380049684901429,35.15625,36.04995772868051,0.9036180569677265,Quadriceps,375.07537906551045,1
1.1275435259643811,62.5,63.432661331331765,0.7168073100287677,Gastrocnemius,228.280707593722,1
0.347342045700314,101.5625,114.9852379584714,0.15654648495431323,Quadriceps,612.4855490502688,0
1.3690228961001116,23.4375,24.333870055331506,0.8912775524949895,Biceps,825.845732935158,1
0.41379844173521335,89.84375,101.11342690586136,0.20305226380690655,Quadriceps,513.5756433990856,0
0.24092607097265478,117.1875,155.0636765585546,0.0899301274727048,Quadriceps,125.62277088052575,0
0.33080688391558877,66.40625,86.93493990242108,0.15367982443178665,Biceps,890.1853858855113,0
1.1648534709997822,23.4375,26.082535763323317,0.7230068028679904,Gastrocnemius,707.4527365335905,1
0.28132903462418724,117.1875,140.40732640982796,0.1252550599229797,Biceps,144.88586232301233,0
1.489272556331305,35.15625,34.462753636441406,0.9635148601046963,Quadriceps,33.6065284072327,1
0.5593858840833735,125.0,129.22393800731183,0.29008716219689396,Quadriceps,93.56631077503967,0
0.48612322847167655,109.375,114.46453504462342,0.23826633569196218,Gastrocnemius,352.4547186302921,0
0.5738833177039171,93.75,97.31278982770439,0.3100033650084765,Gastrocnemius,641.7465049702829,0
1.2335831831483113,23.4375,25.65284417736409,0.7652624005226704,Gastrocnemius,396.89714856155877,1
1.5963648642084458,42.96875,41.72135188239243,1.0449405991010148,Biceps,391.3027693910721,1
0.3339672396113881,128.90625,141.229567155298,0.15935473250574142,Gastrocnemius,678.206450846929,0
0.29942083522345053,62.5,92.1692393422714,0.12551871452625485,Quadriceps,3.4379806765346133,0
0.7999029442889918,74.21875,74.44915235354594,0.47250783627407306,Quadriceps,149.02117041140974,1
0.9809691522315483,58.59375,59.58786688839228,0.5965441147411152,Quadriceps,88.63071571827913,1
0.2531756938714287,62.5,105.1695514541145,0.10264439689563402,Biceps,89.32436093240142,0
0.25765484291720897,70.3125,105.25187393330675,0.1075040425168384,Biceps,698.3184562051654,0
0.6815304089272736,27.34375,31.691125525787243,0.37346183446451864,Quadriceps,862.6698323915076,1
1.145308616020614,70.3125,71.26575473497938,0.7450658415939109,Gastrocnemius,74.84085648669864,1
1.4290772520804245,39.0625,38.99414994524811,0.9131256916377183,Gastrocnemius,647.6405250271149,1
0.9688306211376931,78.125,78.88358959996012,0.5885739472737044,Gastrocnemius,661.1230692078384,1
1.3967090778918125,62.5,62.491309612123366,0.9078900293077642,Biceps,465.1860574645531,1
0.4970727423200066,66.40625,73.85552867530085,0.26376635648586144,Quadriceps,836.0311227053381,0
0.30798891222737534,128.90625,145.4538044746715,0.12405546013644167,Biceps,846.0320244590695,0
1.3553732973158095,58.59375,58.35896924034921,0.8683618272069138,Quadriceps,268.5696562865766,1
0.34883059203797817,148.4375,156.34055527271417,0.16975252755723072,Quadriceps,735.763895780007,0
0.9254218203445893,31.25,31.928638891958084,0.55373289423252,Gastrocnemius,882.0992488373832,1
0.26735032610727616,70.3125,110.49083731591207,0.10658980325642678,Quadriceps,496.19515299650067,0
0.32563436846807736,54.6875,76.23884629116606,0.13896401818338572,Gastrocnemius,257.49097484003653,0
1.3955589083070803,23.4375,24.510816392240336,0.9089071384538425,Quadriceps,210.7220786318547,1
0.6626053737107728,54.6875,57.22296526876174,0.35783455749870263,Biceps,754.6394314025371,1
0.2822295006663179,89.84375,120.30862270800174,0.10918009961689606,Biceps,413.8735312619089,0
0.8876310444574789,23.4375,25.80381225360651,0.5530441266925769,Gastrocnemius,259.22278470346976,1
0.47944741718281736,136.71875,144.16027958179004,0.23248954503900426,Biceps,533.4990686586743,0
1.1452601613425362,62.5,62.267743503549546,0.7178169995173157,Gastrocnemius,877.5413334607722,1
1.257112902444656,58.59375,58.583272877861866,0.768113159915919,Quadriceps,739.0377203636658,1
1.2325353036233773,31.25,33.89743808840196,0.7804383395158572,Biceps,709.0030644358857,1
0.3099185091635708,66.40625,90.35945977855356,0.13809630960408323,Biceps,542.0423919007108,0
0.38372537395319806,148.4375,155.73364363150057,0.18552339129741818,Gastrocnemius,586.4459212165294,0
0.5812939691131118,117.1875,120.53707456139028,0.30428723912533434,Quadriceps,767.4827245443685,0
1.5577672883068467,50.78125,53.103226825210776,1.0223759526493015,Quadriceps,374.8779024802028,1
1.152101352355448,31.25,30.957737703086305,0.7189012565344158,Gastrocnemius,838.7911556192447,1
0.7055742665601659,74.21875,77.33366232873199,0.42580156042845746,Biceps,475.56958135433473,1
1.0623917029051444,23.4375,23.295294230949324,0.6726289769781167,Quadriceps,789.3795192504814,1
0.5939164520621558,113.28125,114.80981645751312,0.34224793563423145,Biceps,137.47877069177156,0
0.39743441241630806,93.75,101.9650730715813,0.2111695055593755,Biceps,108.64112307733423,0
1.3418869329543939,42.96875,42.1418581754305,0.8728853586674966,Gastrocnemius,302.44255430792333,1
0.7547634109407613,39.0625,43.07128756974915,0.442717088274199,Quadriceps,168.23068364246242,1
0.48587063426065547,105.46875,112.76153492497156,0.2481596693642659,Gastrocnemius,134.71098889121183,0
0.3213599988410275,74.21875,95.10207545197575,0.14715403418392456,Biceps,676.8121645810238,0
1.5241231893401035,46.875,47.88414257102458,1.012185482657604,Biceps,717.1663509638743,1
1.13186085489808,58.59375,60.60551607227829,0.7162418056390212,Quadriceps,146.74353198856682,1
0.9134861641965538,66.40625,68.55245056761812,0.5518141947072004,Gastrocnemius,775.3068336212156,1
0.431831218439724,128.90625,134.3106977606599,0.22255770444689607,Biceps,626.542714320162,0
1.0492102784756931,35.15625,34.494435439572605,0.6589984681298028,Biceps,271.38902401135545,1
1.028382135097023,62.5,62.699573432774336,0.6276905464344407,Gastrocnemius,479.561737023686,1
1.4437392342779654,31.25,33.63964558212778,0.934559559687132,Quadriceps,283.6776480325936,1
1.4279518597341474,70.3125,72.61782767811398,0.9392591570514024,Biceps,194.49680302853147,1
0.6056505085520422,58.59375,62.64236920637941,0.3657734703597215,Quadriceps,320.99337107235255,1
0.3502321457335059,132.8125,145.6537944928119,0.15869651396674758,Gastrocnemius,376.9687810723879,0
1.3477237192023372,78.125,78.70171702446564,0.8602427705665421,Biceps,492.9550798106541,1
0.9451766771622485,35.15625,35.923904113597985,0.5735618912768252,Biceps,112.31181463299802,1
0.8065849071358006,50.78125,53.992152245729706,0.48636812693100334,Biceps,492.38928495770057,1
1.1273235646729973,23.4375,26.06827622076333,0.7352806600417641,Biceps,755.3430146045595,1
0.4866731330980653,121.09375,123.78764482066074,0.2507104455675544,Gastrocnemius,184.5562000134798,0
1.2429116917594127,54.6875,55.18112101904302,0.7919698161579134,Gastrocnemius,415.8979260468584,1
1.022274440167164,58.59375,58.543114218477974,0.615173407469341,Biceps,139.21467052816743,1
0.359731037943923,109.375,122.4826283665221,0.17021042181671714,Gastrocnemius,697.51333975137,0
0.366946553059464,113.28125,124.38926540890611,0.17547762349720572,Gastrocnemius,1.8127544442963162,0
1.1890075184116675,50.78125,53.291266847079385,0.7354743243828296,Gastrocnemius,521.2588350800131,1
0.3730360953554602,140.625,152.97900185648345,0.1666046702423861,Quadriceps,811.261643569389,0
0.5868798679226026,89.84375,93.6212941030626,0.33658692303409793,Biceps,669.382628323587,0
0.5444816247321518,136.71875,140.5092290110969,0.3004464184927994,Biceps,66.16070187153376,0
1.0757499029433322,62.5,64.63490876345062,0.6739083502274307,Biceps,732.9550362961719,1
1.304502764767239,58.59375,57.43951835388648,0.8460139055310656,Quadriceps,209.5814616461489,1
0.3649273822014908,121.09375,132.19109149285754,0.17699989021125515,Quadriceps,761.5597256340377,0
1.103800568613921,39.0625,39.90990197748773,0.703436974811669,Biceps,701.8032344926477,1
0.2684743024179158,62.5,106.7038732626347,0.10027812437399455,Biceps,149.13249169330734,0
0.9771484344919494,58.59375,59.30244409364844,0.6094388174395807,Biceps,707.8775265731597,1
