EMG (μV),Ax (g),Ay (g),Az (g),Gx (°/s),Gy (°/s),Gz (°/s),Label
76.33521070426704,0.03189021846893834,0.02790412922001377,0.10105152848065264,-2.904390670117575,-2.625849035890739,-2.8569008287707076,0
93.23481478575275,-0.1724917832513033,-0.05622875292409727,-0.10128311203344238,1.5712366629763694,-4.540120377606055,-7.061518506676458,0
89.31224881246109,0.05977204669126083,0.25594880310377927,0.03942330218796011,0.6110958261133979,-2.5771783104622665,-3.0012692505295586,0
69.24160961110478,-0.060170661222939695,0.18522781845089378,-0.0013497224737933921,-5.288554644779502,4.112724560515945,-6.104218249855111,0
108.9542380244655,0.11936397242823174,0.02186383160538625,0.08817610389486107,-5.045426714325538,-7.916471067684437,3.8685020841684095,0
80.29391605272934,0.03436182895684614,-0.1763040155362734,0.0324083969394795,-1.9254114020815827,-3.3846100015297935,3.0583814442043393,0
56.37343965949063,0.08877484595933573,0.08943323301087615,0.07549977972447358,-1.0358294505228713,-3.1173869749248,-7.540766447737414,0
67.35230478645056,-0.11063349740060283,-0.11962066240806708,0.08125258223941981,6.781200142854114,-0.3600506079016692,5.01766448946012,0
71.68905993138804,0.07955954638959417,0.14954342528834738,0.03381812519933197,16.861481268133364,-4.601954025336879,-1.9931919500760062,0
60.18050182458298,0.008704706823817123,-0.029900735046586746,0.00917607765355023,-9.937844573004464,-1.0983594391875597,1.7855628575587321,0
83.14570901658377,0.07437112837712267,-0.021216142171162654,-0.04268687940397228,2.507241657624026,5.790933264660138,1.2855843502813968,0
71.8021348472353,0.009707754934804039,0.09686449905328892,-0.07020530938773524,-1.6383107329888411,-1.960540765660788,-7.317574740660593,0
105.24971611661462,0.03455179438887663,-0.03955164515802933,-0.028913685646994203,2.264681632667547,-0.8303045417553268,1.074694150473775,0
100.07874655756044,0.02575503907227644,-0.007444591576616722,-0.19187712152990416,-0.1325693772460844,0.3011510497051322,12.31621056242643,0
59.9254161193342,-0.025902864473889054,-0.05747092076133995,-0.04214982203398836,1.699104820933219,-0.036900749722865035,3.8364841935320197,0
114.66403575792818,0.0791031947043047,-0.09093874547947389,0.14027943109360994,-7.009255313961404,2.9342854690013516,10.952278129049892,0
54.09465218340756,0.0923162608341953,0.17066049536784622,0.08735894156353792,0.045721728700686824,-1.8276964841627135,3.245433663145531,0
55.20790753374608,-0.09194242342338033,0.15499344050175395,-0.07832532923362372,-1.610307581028378,4.067586086848348,-6.154321582169776,0
145.36108526429265,0.25391627162693325,-0.03244909578288933,-0.0205866717095505,-7.20020723841899,5.953636280568201,6.496984071322437,0
131.03956443476218,0.025049285034587657,0.03464482094969757,-0.06800247215784909,1.1612684858050177,1.4653623664934061,-3.571757090131839,0
52.25448850453658,-0.12168548923592391,0.10493473923208657,0.1325105661514201,3.672505324400228,-4.772486309807102,-3.755897123319642,0
